CID,IUPACName,IsomericSMILES,MolecularFormula,MolecularWeight,HBondDonorCount,HBondAcceptorCount,Synonym
44588705,"8-imidazol-1-yl-6-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)N3C=CN=C3)CSCCC4=CC=CC=C4,C20H20N4S,348.5,0,3,"['CHEMBL483586', '8-(Imidazol-1-yl)-6-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine', '8-imidazol-1-yl-6-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine']"
44588727,"8-(4-chlorophenyl)sulfanyl-6-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)SC3=CC=C(C=C3)Cl)CSCCC4=CC=CC=C4,C23H21ClN2S2,425.0,0,3,"['CHEMBL485621', '8-(4-chlorophenyl)sulfanyl-6-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine', '8-(4-Chlorophenylthio)-6-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine']"
44589032,"6-indol-1-yl-8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)N4C=CC5=CC=CC=C54,C25H23N3S,397.5,0,2,"['CHEMBL515999', '6-(Indol-1-yl)-8-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine', '6-indol-1-yl-8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine']"
44588982,"3-(benzylsulfanylmethyl)-8-methyl-6-thiophen-3-ylimidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCC3=CC=CC=C3)C4=CSC=C4,C20H18N2S2,350.5,0,3,"['CHEMBL484208', '3-Benzylthiomethyl-8-methyl-6-(thien-3-yl)imidazo[1,2-a]pyridine', '3-(benzylsulfanylmethyl)-8-methyl-6-(3-thienyl)imidazo[1,2-a]pyridine']"
25110652,"3-(benzylsulfanylmethyl)-8-methyl-6-pyrrol-1-ylimidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCC3=CC=CC=C3)N4C=CC=C4,C20H19N3S,333.5,0,2,"['CHEMBL485419', '3-(benzylsulfanylmethyl)-8-methyl-6-pyrrol-1-yl-imidazo[1,2-a]pyridine', '3-Benzylthiomethyl-8-methyl-6-(pyrrol-1-yl)imidazo-[1,2-a]pyridine']"
60613,[(2S)-1-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxypropan-2-yl]oxymethylphosphonic acid,C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)O,C8H14N3O6P,279.19,4,6,"['Cidofovir', '113852-37-2', 'Vistide', 'HPMPC', 'Cidofovir anhydrous', '(S)-HPMPC', 'GS-504', 'anhydrous cidofovir', 'Cidofovir [INN]', 'Cidofovir (Vistide)', 'Cidofovir hydrate', 'GS 0504', '(S)-1-(3-Hydroxy-2-phosphonomethoxypropyl)cytosine', 'CDV', '[1-(4-amino-2-oxo-pyrimidin-1-yl)-3-hydroxy-propan-2-yl]oxymethylphosphonic acid', 'GS-0504', '(S)-1-[3-hydroxy-2-(phosphonylmethoxy)propyl]cytosine', '(S)-(((1-(4-amino-2-oxopyrimidin-1(2H)-yl)-3-hydroxypropan-2-yl)oxy)methyl)phosphonic acid', 'CHEBI:3696', 'DTXSID3043734', '({[(2S)-1-(4-amino-2-oxopyrimidin-1(2H)-yl)-3-hydroxypropan-2-yl]oxy}methyl)phosphonic acid', '(S)-1-[3-hydroxy-2-(phosphonomethoxy)propyl]cytosine', '768M1V522C', 'NSC-742135', 'NCGC00184994-01', 'Phosphonic acid, ((2-(4-amino-2-oxo-1(2H)-pyrimidinyl)-1-(hydroxymethyl)ethoxy)methyl)-, (S)-', '({[(2S)-1-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3-hydroxypropan-2-yl]oxy}methyl)phosphonic acid', '1-(S)-[3-hydroxy-2-(phosphonomethoxy)propyl]cytosine', '1-[(S)-3-hydroxy-2-(phosphonomethoxy)propyl]cytosine', 'Cidofovir (anhydrous)', 'Cidofovir hydrate (1:2)', 'Cidofovirum', 'Forvade', '(S)-(3-(4-amino-2-oxopyrimidin-1(2H)-yl)-1-hydroxypropan-2-yloxy)methylphosphonic acid', '[(S)-2-(4-Amino-2-oxo-2H-pyrimidin-1-yl)-1-hydroxymethyl-ethoxymethyl]-phosphonic acid', 'HSDB 7115', 'GS504', '1-((S)-3-HYDROXY-2-(PHOSPHONOMETHOXY)PROPYL)CYTOSINE', 'Cidofovir gel', 'UNII-768M1V522C', 'Cidofovir,Vistide', '[[(S)-2-(4-amino-2-oxo-1(2H)-pyrimidinyl)-1-(hydroxymethyl)ethoxy]methyl]phosphonic acid', 'Cidofovir(Vistide)', '(((S)-2-(4-AMINO-2-OXO-1(2H)-PYRIMIDINYL)-1-(HYDROXYMETHYL)ETHOXY)METHYL)PHOSPHONIC ACID', 'Cidofovir; P-[[(1S)-2-(4-Amino-2-oxo-1(2H)-pyrimidinyl)-1-(hydroxymethyl)ethoxy]methyl]phosphonic acid; (S)-1-[3-hydroxy-2-(phosphonylmethoxy)propyl]cytosine; (S)-HPMPC; GS-504; Vistide', 'Forvade (TM)', 'CIDOFOVIR [MI]', 'CIDOFOVIR [HSDB]', 'CHEMBL152', 'CIDOFOVIR [WHO-DD]', 'Cidofovir anhydrous- Bio-X', 'SCHEMBL3948', '(2S)-3-Hydroxy-2-phosphonylmethoxypropyl-cytosine', 'MLS003915629', '(S)-1-[3-hydroxy-2-(phosphonylmethoxy)-propyl]cytosine', 'DTXCID1023734', 'BDBM31915', 'VWFCHDSQECPREK-LURJTMIESA-N', '1-[(S)-3-Hydroxy-2-(phosphonomethoxy)propyl]-cytosine dihydrate', 'BCP03734', 'EX-A4209', 'Tox21_112994', 'MFCD00866936', 'NSC742135', 's1516', 'AKOS005145721', 'AKOS015854828', 'AC-1666', 'BCP9000528', 'CCG-267235', 'CS-1669', 'DB00369', 'GS-6438', '(S)-2-(4-Amino-2-oxo-1(2H)-pyrimidinyl-1-(hydroxymethyl)ethoxy)methyl phosphonic acid', '[(1S)-1-[(4-amino-2-oxo-pyrimidin-1-yl)methyl]-2-hydroxy-ethoxy]methylphosphonic acid', 'NCGC00184994-02', 'NCGC00184994-03', 'BC164304', 'HY-17438', 'SMR002544687', 'BCP0726000147', 'CAS-113852-37-2', 'AB01566823_01', 'EN300-7479747', 'Q423445', 'SR-01000931969', 'J-502695', 'SR-01000931969-2', '(S)-(((1-(4-amino-2-oxopyrimidin-1(2H)-yl)-3-hydroxypropan-2-yl)oxy)methyl)phosphonicacid', '({[(S)-1-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3-hydroxypropan-2-yl]oxy}methyl)phosphonic acid', 'L8P', 'Phosphonic acid, [[(1S)-2-(4-amino-2-oxo-1(2H)-pyrimidinyl)-1-(hydroxymethyl)ethoxy]methyl]-', 'Phosphonic acid,[[(1S)-2-(4-amino-2-oxo-1(2H)-pyrimidinyl)-1-(hydroxymethyl)ethoxy]methyl]-']"
44588593,"4-[6-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridin-8-yl]morpholine",CC1=CN2C(=CN=C2C(=C1)N3CCOCC3)CSCCC4=CC=CC=C4,C21H25N3OS,367.5,0,4,"['CHEMBL456809', '4-[6-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridin-8-yl]morpholine', '6-Methyl-8-(morpholin-1-yl)-3-(phenethylthiomethyl)-imidazo[1,2-a]pyridine']"
44588984,"6-(furan-3-yl)-8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)C4=COC=C4,C21H20N2OS,348.5,0,3,"['CHEMBL485236', '6-(3-furyl)-8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine', '6-(Furan-3-yl)-8-methyl-3-(phenethylthiomethyl)imidazo[1,2-a]pyridine']"
44589080,"4-[8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridin-6-yl]sulfanylphenol",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)SC4=CC=C(C=C4)O,C23H22N2OS2,406.6,1,4,"['CHEMBL516859', '4-[8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridin-6-yl]sulfanylphenol', '6-(4-Hydroxyphenylthio)-8-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine']"
446727,"5-[(E)-2-bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/Br)CO)O,C11H13BrN2O5,333.13,3,5,"['Brivudine', '69304-47-8', 'BVDU', ""(E)-5-(2-Bromovinyl)-2'-deoxyuridine"", 'Brivudin', 'Helpin', 'Zostex', 'Bromovinyldeoxyuridine', 'Brivudine [INN]', '5-BROMOVINYLDEOXYURIDINE', '(E)-5-(2-Bromovinyl)-deoxyuridine', 'RP101', 'RP-101', 'DTXSID0045755', 'Brivudine (INN)', 'NSC-633770', '5-((E)-2-bromovinyl)-1-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione', 'NCGC00093656-01', '2M3055079H', '5-[(E)-2-bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,3,4-tetrahydropyrimidine-2,4-dione', 'C11H13BrN2O5', 'Brivudinum', 'Brivudina', 'Brivudinum [INN-Latin]', 'Brivudina [INN-Spanish]', 'MFCD00058585', 'BVD', 'CCRIS 2831', ""Uridine, 5-[(1E)-2-bromoethenyl]-2'-deoxy-"", 'NSC 633770', ""trans-5-(2-Bromovinyl)-2'-deoxyuridine"", 'Bridic', 'Brivox', 'Zerpex', 'BrVdUrd', 'NSC633770', 'UNII-2M3055079H', ""Uridine, 5-(2-bromoethenyl)-2'-deoxy-, (E)-"", 'BV-dUrd', 'Zostex (TN)', 'BRIVUDINE [MI]', 'BRIVUDINE [MART.]', 'BRIVUDINE [WHO-DD]', ""Uridine, 5-(2-bromovinyl)-2'-deoxy-, (E)-"", 'Lopac0_000175', 'SCHEMBL99350', 'CHEMBL31634', 'SCHEMBL141408', '(E)-5-(2-Bromovinyl)-dUrd', 'DTXCID8025755', 'ODZBBRURCPAEIQ-PIXDULNESA-N', 'Tox21_111213', 'BDBM50366681', 's5009', 'UA-618', 'ZB0745', ""e-5-(2-bromovinyl)-2'-deoxyuridine"", 'AKOS015833980', 'CCG-204270', 'CS-6292', 'DB03312', 'LP00175', 'SDCCGSBI-0050163.P002', 'NCGC00093656-02', '5-[(E)-2-bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione', '5-[(E)-2-bromovinyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]pyrimidine-2,4-dione', 'AS-35234', 'BP-58637', 'HY-13578', ""5-[(E)-2-bromoethenyl]-2'-deoxyuridine"", 'CAS-69304-47-8', 'A-176', 'B3404', 'EU-0100175', 'B 9647', 'D07249', ""5-((E)-2-BROMOVINYL)-2'-DEOXYURIDINE"", 'EN300-7413261', 'Q904107', 'SR-01000075726', 'J-700153', 'SR-01000075726-1', 'Bromovinyldeoxyuridine; 5-[(E)-2-Bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione']"
44588616,"6-methyl-3-(2-phenylethylsulfanylmethyl)-8-pyrrol-1-ylimidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)N3C=CC=C3)CSCCC4=CC=CC=C4,C21H21N3S,347.5,0,2,"['CHEMBL485557', '6-methyl-3-(phenethylsulfanylmethyl)-8-pyrrol-1-yl-imidazo[1,2-a]pyridine', '6-Methyl-3-phenethylthiomethyl-8-(pyrrol-1-yl)imidazo[1,2-a]pyridine']"
44589034,"8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine-6-carbonitrile",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)C#N,C18H17N3S,307.4,0,3,"['CHEMBL459001', '8-Methyl-3-phenethylthiomethylimidazo[1,2-a]pyridin-6-carbonitrile', '8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine-6-carbonitrile']"
44588595,"3-(benzylsulfanylmethyl)-6-methyl-8-pyrrolidin-1-ylimidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)N3CCCC3)CSCC4=CC=CC=C4,C20H23N3S,337.5,0,3,"['CHEMBL513939', '3-(benzylsulfanylmethyl)-6-methyl-8-pyrrolidin-1-yl-imidazo[1,2-a]pyridine', '3-Benzylthiomethyl-6-methyl-8-(pyrrolidin-1-yl)imidazo[1,2-a]pyridine']"
44588708,"6-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine-8-carbonitrile",CC1=CN2C(=CN=C2C(=C1)C#N)CSCCC3=CC=CC=C3,C18H17N3S,307.4,0,3,['CHEMBL484763']
44588985,"4-[8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridin-6-yl]morpholine",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)N4CCOCC4,C21H25N3OS,367.5,0,4,"['CHEMBL450742', '8-Methyl-6-(morpholin-1-yl)-3-(phenethylthiomethyl)imidazo[1,2-a]pyridine', '4-[8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridin-6-yl]morpholine']"
44589008,"1-[8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridin-6-yl]pyrrolidin-2-one",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)N4CCCC4=O,C21H23N3OS,365.5,0,3,"['CHEMBL520684', '1-[8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridin-6-yl]pyrrolidin-2-one', 'N-(8-Methyl-3-phenethylthiomethylimidazo[1,2-a]pyridin-6-yl)pyrrolidin-2-one']"
25110665,"4-[8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridin-6-yl]sulfanylaniline",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)SC4=CC=C(C=C4)N,C23H23N3S2,405.6,1,4,"['CHEMBL464602', '6-(4-Aminophenylthio)-8-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine', '4-[8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridin-6-yl]sulfanylaniline']"
44588707,"6-methyl-3-(2-phenylethylsulfanylmethyl)-8-pyrrolo[2,3-b]pyridin-1-ylimidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)N3C=CC4=C3N=CC=C4)CSCCC5=CC=CC=C5,C24H22N4S,398.5,0,3,"['CHEMBL484762', '6-methyl-3-(phenethylsulfanylmethyl)-8-pyrrolo[2,3-b]pyridin-1-yl-imidazo[1,2-a]pyridine', '8-(Pyrrolo[2,3-b]pyridin-1-yl)-6-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine']"
44589035,"6-(4-chlorophenyl)sulfanyl-8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)SC4=CC=C(C=C4)Cl,C23H21ClN2S2,425.0,0,3,"['CHEMBL513970', '6-(4-chlorophenyl)sulfanyl-8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine', '6-(4-Chlorophenylthio)-8-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine']"
44588597,"1-[6-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridin-8-yl]pyrrolidin-2-one",CC1=CN2C(=CN=C2C(=C1)N3CCCC3=O)CSCCC4=CC=CC=C4,C21H23N3OS,365.5,0,3,"['CHEMBL513940', '1-[6-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridin-8-yl]pyrrolidin-2-one', 'N-(6-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridin-8-yl)pyrrolidin-2-one']"
44589031,"6-imidazol-1-yl-8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)N4C=CN=C4,C20H20N4S,348.5,0,3,"['CHEMBL458107', '6-(Imidazol-1-yl)-8-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine', '6-imidazol-1-yl-8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine']"
44589081,"3-(benzylsulfanylmethyl)-6-methyl-8-thiophen-3-ylimidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)C3=CSC=C3)CSCC4=CC=CC=C4,C20H18N2S2,350.5,0,3,"['CHEMBL464603', '3-Benzylthiomethyl-6-methyl-8-(thien-3-yl)imidazo-[1,2-a]pyridine', '3-(benzylsulfanylmethyl)-6-methyl-8-(3-thienyl)imidazo[1,2-a]pyridine']"
44589083,"8-(furan-3-yl)-6-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)C3=COC=C3)CSCCC4=CC=CC=C4,C21H20N2OS,348.5,0,3,"['CHEMBL458751', '8-(3-furyl)-6-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine', '8-(Furan-3-yl)-6-methyl-3-(phenethylthiomethyl)imidazo[1,2-a]pyridine']"
44589007,"8-methyl-6-(4-methylpiperazin-1-yl)-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)N4CCN(CC4)C,C22H28N4S,380.6,0,4,"['CHEMBL485413', '8-methyl-6-(4-methylpiperazin-1-yl)-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine', '8-Methyl-6-(4-methylpiperazin-1-yl)-3-phenethylthiomethylimidazo[1,2-a]pyridine']"
25110666,"3-(benzylsulfanylmethyl)-6-methyl-8-pyrrol-1-ylimidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)N3C=CC=C3)CSCC4=CC=CC=C4,C20H19N3S,333.5,0,2,"['CHEMBL484755', '3-Benzylthiomethyl-6-methyl-8-(pyrrol-1-yl)imidazo[1,2-a]pyridine', '3-(benzylsulfanylmethyl)-6-methyl-8-pyrrol-1-yl-imidazo[1,2-a]pyridine']"
44588706,"8-indol-1-yl-6-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)N3C=CC4=CC=CC=C43)CSCCC5=CC=CC=C5,C25H23N3S,397.5,0,2,"['CHEMBL519683', '8-(Indol-1-yl)-6-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine', '8-indol-1-yl-6-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine']"
25110667,"4-[6-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridin-8-yl]sulfanylphenol",CC1=CN2C(=CN=C2C(=C1)SC3=CC=C(C=C3)O)CSCCC4=CC=CC=C4,C23H22N2OS2,406.6,1,4,"['CHEMBL485622', '4-[6-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridin-8-yl]sulfanylphenol', '8-(4-Hydroxyphenylthio)-6-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine']"
44589082,"8-(furan-2-yl)-6-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)C3=CC=CO3)CSCCC4=CC=CC=C4,C21H20N2OS,348.5,0,3,"['CHEMBL372579', '8-(2-furyl)-6-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine', '8-(Furan-2-yl)-6-methyl-3-(phenethylthiomethyl)imidazo[1,2-a]pyridine']"
44588597,"1-[6-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridin-8-yl]pyrrolidin-2-one",CC1=CN2C(=CN=C2C(=C1)N3CCCC3=O)CSCCC4=CC=CC=C4,C21H23N3OS,365.5,0,3,"['CHEMBL513940', '1-[6-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridin-8-yl]pyrrolidin-2-one', 'N-(6-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridin-8-yl)pyrrolidin-2-one']"
44589031,"6-imidazol-1-yl-8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)N4C=CN=C4,C20H20N4S,348.5,0,3,"['CHEMBL458107', '6-(Imidazol-1-yl)-8-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine', '6-imidazol-1-yl-8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine']"
44589081,"3-(benzylsulfanylmethyl)-6-methyl-8-thiophen-3-ylimidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)C3=CSC=C3)CSCC4=CC=CC=C4,C20H18N2S2,350.5,0,3,"['CHEMBL464603', '3-Benzylthiomethyl-6-methyl-8-(thien-3-yl)imidazo-[1,2-a]pyridine', '3-(benzylsulfanylmethyl)-6-methyl-8-(3-thienyl)imidazo[1,2-a]pyridine']"
44589083,"8-(furan-3-yl)-6-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)C3=COC=C3)CSCCC4=CC=CC=C4,C21H20N2OS,348.5,0,3,"['CHEMBL458751', '8-(3-furyl)-6-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine', '8-(Furan-3-yl)-6-methyl-3-(phenethylthiomethyl)imidazo[1,2-a]pyridine']"
44588707,"6-methyl-3-(2-phenylethylsulfanylmethyl)-8-pyrrolo[2,3-b]pyridin-1-ylimidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)N3C=CC4=C3N=CC=C4)CSCCC5=CC=CC=C5,C24H22N4S,398.5,0,3,"['CHEMBL484762', '6-methyl-3-(phenethylsulfanylmethyl)-8-pyrrolo[2,3-b]pyridin-1-yl-imidazo[1,2-a]pyridine', '8-(Pyrrolo[2,3-b]pyridin-1-yl)-6-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine']"
44589035,"6-(4-chlorophenyl)sulfanyl-8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)SC4=CC=C(C=C4)Cl,C23H21ClN2S2,425.0,0,3,"['CHEMBL513970', '6-(4-chlorophenyl)sulfanyl-8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine', '6-(4-Chlorophenylthio)-8-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine']"
25110666,"3-(benzylsulfanylmethyl)-6-methyl-8-pyrrol-1-ylimidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)N3C=CC=C3)CSCC4=CC=CC=C4,C20H19N3S,333.5,0,2,"['CHEMBL484755', '3-Benzylthiomethyl-6-methyl-8-(pyrrol-1-yl)imidazo[1,2-a]pyridine', '3-(benzylsulfanylmethyl)-6-methyl-8-pyrrol-1-yl-imidazo[1,2-a]pyridine']"
44588706,"8-indol-1-yl-6-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CN2C(=CN=C2C(=C1)N3C=CC4=CC=CC=C43)CSCCC5=CC=CC=C5,C25H23N3S,397.5,0,2,"['CHEMBL519683', '8-(Indol-1-yl)-6-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine', '8-indol-1-yl-6-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine']"
44588983,"6-(furan-2-yl)-8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)C4=CC=CO4,C21H20N2OS,348.5,0,3,"['CHEMBL520990', '6-(2-furyl)-8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine', '6-(Furan-2-yl)-8-methyl-3-(phenethylthiomethyl)imidazo[1,2-a]pyridine']"
44589006,"8-methyl-3-(2-phenylethylsulfanylmethyl)-6-pyrrolidin-1-ylimidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)N4CCCC4,C21H25N3S,351.5,0,3,"['CHEMBL519860', '8-Methyl-3-phenethylthiomethyl-6-(pyrrolidin-1-yl)-imidazo[1,2-a]pyridine', '8-methyl-3-(phenethylsulfanylmethyl)-6-pyrrolidin-1-yl-imidazo[1,2-a]pyridine']"
44588984,"6-(furan-3-yl)-8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)C4=COC=C4,C21H20N2OS,348.5,0,3,"['CHEMBL485236', '6-(3-furyl)-8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine', '6-(Furan-3-yl)-8-methyl-3-(phenethylthiomethyl)imidazo[1,2-a]pyridine']"
44589080,"4-[8-methyl-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridin-6-yl]sulfanylphenol",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)SC4=CC=C(C=C4)O,C23H22N2OS2,406.6,1,4,"['CHEMBL516859', '4-[8-methyl-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridin-6-yl]sulfanylphenol', '6-(4-Hydroxyphenylthio)-8-methyl-3-phenethylthiomethylimidazo[1,2-a]pyridine']"
44589007,"8-methyl-6-(4-methylpiperazin-1-yl)-3-(2-phenylethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CC(=CN2C1=NC=C2CSCCC3=CC=CC=C3)N4CCN(CC4)C,C22H28N4S,380.6,0,4,"['CHEMBL485413', '8-methyl-6-(4-methylpiperazin-1-yl)-3-(phenethylsulfanylmethyl)imidazo[1,2-a]pyridine', '8-Methyl-6-(4-methylpiperazin-1-yl)-3-phenethylthiomethylimidazo[1,2-a]pyridine']"
