baid,activity,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,protacxn,acname,acqualifier,acvalue,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxid,cellids,targettaxid
380157512,Inactive,1799461,405254935,135295764,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,17.5,BindingDB,TNF or CD40L-Induced HEK-Blue Assay from US Patent US10335392: 'Cyclic compounds useful as modulators of TNF α',"US10335392, Example 42",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380157517,Inactive,1799461,405254906,135285942,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,17.5,BindingDB,TNF or CD40L-Induced HEK-Blue Assay from US Patent US10335392: 'Cyclic compounds useful as modulators of TNF α',"US10335392, Example 11",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380157518,Inactive,1799461,405254929,135295759,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,17.5,BindingDB,TNF or CD40L-Induced HEK-Blue Assay from US Patent US10335392: 'Cyclic compounds useful as modulators of TNF α',"US10335392, Example 36",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380160511,Inactive,1799461,405254936,135296238,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,17.5,BindingDB,TNF or CD40L-Induced HEK-Blue Assay from US Patent US10335392: 'Cyclic compounds useful as modulators of TNF α',"US10335392, Example 43",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380192933,Inactive,1800044,172097969,46199476,7124,NULL,Confirmatory,20230307,0,0,P01375,Ki,NULL,46.3,BindingDB,Inhibition Assay from US Patent US8541572: 'Compounds for the treatment of inflammatory disorders',"(5S)-5-[2-[4-[(4-cyclohexylpiperazin-1-yl)methyl]phenyl]ethynyl]-5-[(4-fluoro-5-methoxy-3-oxo-1H-isoindol-2-yl)methyl]imidazolidine-2,4-dione",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380342504,Inactive,1801581,313063833,118987491,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,46,BindingDB,Biological Assay from US Patent US9120838: 'Saccharide conjugates',"(2S)-2-(9H-fluoren-9-ylmethoxycarbonylamino)-3-[4-[[(4S,5R)-6-hydroxy-3-methoxy-4,5-bis(phenylmethoxy)oxan-2-yl]methoxy]-4-oxobutanoyl]oxypropanoic acid",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380476398,Inactive,1803027,249493582,76762293,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,20,BindingDB,ELISA Assay from US Patent US9393245: 'Tricyclic compounds as modulators of TNF-alpha synthesis and as PDE4 inhibitors',"1-cyclopentyl-3-ethyl-7-propan-2-yl-4aH-pyrimido[5,4-c]quinolin-1-ium-2,4-dione",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380476517,Inactive,1803027,340095014,129010878,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,20,BindingDB,ELISA Assay from US Patent US9393245: 'Tricyclic compounds as modulators of TNF-alpha synthesis and as PDE4 inhibitors',"3-ethyl-7-methoxy-1-propan-2-yl-7H-pyrimido[5,4-c]quinolin-1-ium-2,4-dione",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380476580,Inactive,1803027,340095005,129010870,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,14.2,BindingDB,ELISA Assay from US Patent US9393245: 'Tricyclic compounds as modulators of TNF-alpha synthesis and as PDE4 inhibitors',"1-(3,4-dimethoxyphenyl)-3-ethyl-7-methoxy-4aH-pyrimido[5,4-c]quinolin-1-ium-2,4-dione",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380477928,Inactive,1803027,340095052,76762241,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,50,BindingDB,ELISA Assay from US Patent US9393245: 'Tricyclic compounds as modulators of TNF-alpha synthesis and as PDE4 inhibitors',"Methyl 4-[3-(3-chlorophenyl)-7-methoxy-2,4-dioxo-4a,5,6,6a,7,8,9,10,10a,10b-decahydropyrimido[5,4-c]quinolin-1-yl]piperidine-1-carboxylate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380552582,Inactive,1803711,406797783,135307991,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)-4-(methylsulfonamido) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380553143,Inactive,1803711,406798123,138703539,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)-4-((1-phenyl-3-(p-tolyl)-1H-pyrazol-5-yl)amino)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380553327,Inactive,1803711,406797813,138703534,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)-4-(morpholinoamino) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380553348,Inactive,1803711,406798147,138703657,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","N-(2-amino-2-oxoethyl)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-4-(((1r,4r)-4-(2-oxooxazolidin-3-yl)cyclohexyl)amino) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380553372,Inactive,1803711,406797930,138703866,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(1R,4r)-4-((2-(3-cyano-pyrrolo[1,2-b]pyridazin-7-yl)-5-(((R)-2-fluoro-3-hydroxy-3-methylbutyl)carbamoyl) pyridin-4-yl)amino)cyclohexyl methylcarbamate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380553456,Inactive,1803711,406797933,138703866,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(1R,4r)-4-((2-(3-cyano-pyrrolo[1,2-b]pyridazin-7-yl)-5-(((R)-2-fluoro-3-hydroxy-3-methylbutyl)carbamoyl) pyridin-4-yl)amino)cyclohexyl methylcarbamate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380553468,Inactive,1803711,406798320,139315954,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-4-((1H-benzo[d][1,2,3] triazol-5-yl)amino)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380553704,Inactive,1803711,406797928,138703506,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(1R,4r)-4-((2-(3-cyano-pyrrolo[1,2-b]pyridazin-7-yl)-5-(((R)-2-fluoro-3-hydroxy-3-methylbutyl)carbamoyl) pyridin-4-yl)amino)cyclohexyl cyclopropylcarbamate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380553708,Inactive,1803711,406797931,138703506,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(1R,4r)-4-((2-(3-cyano-pyrrolo[1,2-b]pyridazin-7-yl)-5-(((R)-2-fluoro-3-hydroxy-3-methylbutyl)carbamoyl) pyridin-4-yl)amino)cyclohexyl cyclopropylcarbamate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380553880,Inactive,1803711,406797941,138704659,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-4-((4-(2H-tetrazol-2-yl)phenyl)amino)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380553976,Inactive,1803711,406798361,138704341,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-4-((4-cyano-3-methoxy-phenyl)amino)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554059,Inactive,1803711,406798498,139316228,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-methyl ((3-((2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-((2-fluoro-3-hydroxy-3-methylbutyl)carbamoyl) pyridin-4-yl)amino)-1-hydroxycyclobutyl) methyl)carbamate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554207,Inactive,1803711,406798249,135307743,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","N-(2-acetamidothiazol-4-yl)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-4-(isopropylamino)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554304,Inactive,1803711,406798385,138703531,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-4-((5-ethoxy-6-(oxazol-5-yl)pyridin-3-yl)amino)-N-(2-fluoro-3-hydroxy-3-methylbutyl)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554339,Inactive,1803711,406797875,138703396,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-((R)-2-fluoro-3-hydroxy-3-methylbutyl)-4-(((S)-1-(methylamino)-1-oxopropan-2-yl)amino) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554364,Inactive,1803711,406797932,138703730,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(1R,4r)-4-((2-(3-cyano-pyrrolo[1,2-b]pyridazin-7-yl)-5-(((R)-2-fluoro-3-hydroxy-3-methylbutyl)carbamoyl) pyridin-4-yl)amino)cyclohexyl dimethylcarbamate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554560,Inactive,1803711,406797803,138703436,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-4-(isopropylamino)-N-(methylsulfonyl) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554695,Inactive,1803711,406797927,138703906,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(1R,3r)-3-((2-(3-cyano-pyrrolo[1,2-b]pyridazin-7-yl)-5-(((R)-2-fluoro-3-hydroxy-3-methylbutyl)carbamoyl) pyridin-4-yl)amino)cyclobutyl methylcarbamate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554765,Inactive,1803711,406797934,138703887,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-((R)-2-fluoro-3-hydroxy-3-methylbutyl)-4-(((1r,3R)-3-hydroxycyclobutyl)amino) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554848,Inactive,1803711,406798669,138703857,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-4-(4-(5-aminopyrazin-2-yl)-1H-pyrazol-1-yl)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554881,Inactive,1803711,406798395,138704581,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)-4-((6-(oxetan-3-yloxy)pyridin-3-yl) amino)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554900,Inactive,1803711,406798581,138704855,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-4-((6-ethoxypyrazin-2-yl)amino)-N-(2-fluoro-3-hydroxy-3-methylbutyl)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554933,Inactive,1803711,406798696,138704184,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","7-(5-((3-(3,3-Difluoro-azetidin-1-yl)-2,2-difluoro-3-oxopropyl) carbamoyl)-4-((4-hydroxybicyclo[2.2.2] octan-1-yl)amino)pyridin-2-yl)pyrrolo[1,2-b]pyridazine-3-carboxamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380554989,Inactive,1803711,406798416,138704622,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)-4-((5-(hydroxymethyl)pyridin-2-yl)amino)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380555041,Inactive,1803711,406797925,138704237,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(1R,3r)-3-((2-(3-cyano-pyrrolo[1,2-b] pyridazin-7-yl)-5-(((R)-2-fluoro-3-hydroxy-3-methylbutyl)carbamoyl) pyridin-4-yl)amino)cyclobutyl cyclopropylcarbamate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380555093,Inactive,1803711,406798531,138704827,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-((R)-2-fluoro-3-hydroxy-3-methylbutyl)-4-(((1r,3R)-3-((1-methylazetidine-3-carboxamido)methyl) cyclobutyl)amino) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380555173,Inactive,1803711,406798191,138704582,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)-4-((6-hydroxypyridin-3-yl)amino)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380555175,Inactive,1803711,406798191,138704582,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)-4-((6-hydroxypyridin-3-yl)amino)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380555253,Inactive,1803711,406797909,138704479,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)-4-((5-morpholino-1,3,4-oxadiazol-2-yl)amino) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380555478,Inactive,1803711,406798574,138703955,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)-4-((3-isobutylphenyl)amino) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380555482,Inactive,1803711,406798120,138703962,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-4-((3-(tert-butyl) isoxazol-5-yl)amino)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methyl-butyl)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380555610,Inactive,1803711,406797801,138704613,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","4-(((1S,4S,5S)-2-azabicyclo[2.2.1]heptan-5-yl)amino)-6-(3-cyano-pyrrolo[1,2-b] pyridazin-7-yl)-N-((R)-2-fluoro-3-hydroxy-3-methylbutyl)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380555686,Inactive,1803711,406798119,138704270,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)-4-((4-(4-phenoxyphenyl)thiazol-2-yl)amino)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380555888,Inactive,1803711,406798347,138704021,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-4-((2-cyano-pyrimidin-5-yl)amino)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380555912,Inactive,1803711,406797946,138704389,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-4-(((1H-pyrazol-4-yl)methyl)amino)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380555940,Inactive,1803711,406798638,138704572,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-4-((azetidin-3-yl-methyl)amino)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380556126,Inactive,1803711,406798699,138704348,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-4-((2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)pyrimidin-5-yl)amino)-N-(2-fluoro-3-hydroxy-3-methylbutyl) nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380556363,Inactive,1803711,406798672,138704773,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(R)-4-(4-(5-aminopyridin-2-yl)-1H-pyrazol-1-yl)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methyl-butyl)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380556518,Inactive,1803711,406798632,146676704,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-((R)-2-fluoro-3-hydroxy-3-methylbutyl)-4-((((S)-pyrrolidin-3-yl)methyl) amino)nicotinamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380556646,Inactive,1803711,406797926,138704074,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","(1R,3r)-3-((2-(3-cyano-pyrrolo[1,2-b]pyridazin-7-yl)-5-(((R)-2-fluoro-3-hydroxy-3-methylbutyl) carbamoyl)pyridin-4-yl)amino)cyclobutyl dimethylcarbamate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380557158,Inactive,1803711,406798695,138704473,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,10,BindingDB,"IRAK4 Monocyte TNFalpha Cell Based Assay from US Patent US10336762: 'Pyrrolo[1,2-b]pyridazine derivatives'","7-(5-((3-(Dimethylamino)-2,2-difluoro-3-oxopropyl) carbamoyl)-4-((4-hydroxybicyclo[2.2.2] octan-1-yl)amino)pyridin-2-yl)pyrrolo[1,2-b]pyridazine-3-carboxamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611053,Inactive,1804018,434147910,121393669,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,11,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"US10508102, Example II-1",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611058,Inactive,1804018,434147909,154702266,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,100,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',(2S)-2-amino-3-(7-chloro-6-fluoro-1H-indol-3-yl)propanoic acid,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611069,Inactive,1804017,434147909,154702266,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,10.5,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',(2S)-2-amino-3-(7-chloro-6-fluoro-1H-indol-3-yl)propanoic acid,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611072,Inactive,1804017,434147907,121401245,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,>,100,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',7-Chloro-6-fluoroindole-3-carboxaldehyde,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
